underlying_symbol,avg_spread,tot_volume,num_opt,analysis_date,expiration,implied_forward,bid_swap_rate,ask_swap_rate,mid_swap_rate,put_delta,call_delta,put_strike,call_strike,put_bid,call_bid,garch_forecast,vol_prem
CF,0.07615384545463783,147,13,2019-03-22,2019-03-29,38.991000005602835,0.32466933303839773,0.36158877694616515,0.3436252460377595,0.11952220159206828,0.09152253416932471,36.5,41.5,0.10999999940395355,0.05000000074505806,0.34923247092793197,-0.024563137889534237
CGC,0.04210526716748351,13302,38,2019-03-22,2019-03-29,44.30599996447563,0.5765512822891872,0.607873707532927,0.5924195411273722,0.07784591508249816,0.08004106716528381,39,50,0.14000000059604645,0.11999999731779099,0.6619344713148816,-0.08538318902569442
COF,0.09874999577489992,1055,24,2019-03-22,2019-03-29,80.06499997973442,0.25112803354804697,0.2762998192524025,0.2640140899200451,0.1295861550831895,0.07072027841507117,76,84,0.20999999344348907,0.03999999910593033,0.22109209730053805,0.030035936247508915
COP,0.05578947420182981,1018,19,2019-03-22,2019-03-29,66.10000000596047,0.2494261611349993,0.2692445411597602,0.25952459691026636,0.09924959929429433,0.06801229871923337,62.5,69.5,0.12999999523162842,0.03999999910593033,0.22417793503259595,0.02524822610240335
CRON,0.03172414024071447,12472,29,2019-03-22,2019-03-29,19.222000002861023,0.9503527176324769,1.00877847230775,0.9800010954338246,0.0815160810147324,0.07993000664445749,15.5,23.5,0.09000000357627869,0.07999999821186066,0.8103689308972112,0.13998378673526568
CSX,0.07588234828675494,250,17,2019-03-22,2019-03-29,72.52199999988079,0.22259613992481583,0.2482137028233259,0.23575313760233874,0.07596424407966063,0.11426387394639892,68,75,0.07999999821186066,0.07000000029802322,0.2285272554852276,-0.005931115560411759
CTRP,0.08749999199062586,970,12,2019-03-22,2019-03-29,40.27500000149011,0.29386083031846555,0.3388638811502902,0.31716156572297344,0.09381306107269172,0.11674506127820161,37.5,42.5,0.05000000074505806,0.05000000074505806,0.5423174335791193,-0.24845660326065377
CVS,0.02999999901900689,5586,24,2019-03-22,2019-03-29,56.079000023007396,0.270376113235936,0.28713573926578434,0.27888185255792475,0.06988434091214957,0.0715485830036997,52.5,59.5,0.07000000029802322,0.05999999865889549,0.29482265378973677,-0.024446540553800744
DBX,0.08333333457509677,190,6,2019-03-22,2019-03-29,21.720000007376076,0.32689003952848006,0.3871542351688013,0.35829143148564885,0.1505176350945635,0.16010952719827964,20.5,23,0.05000000074505806,0.05000000074505806,0.4385049823456686,-0.11161494281718853
DKS,0.08749999664723873,43,4,2019-03-22,2019-03-29,34.418750011362135,0.27296507239180545,0.3125078602904502,0.2934033857074413,0.1866532893421995,0.17571571811287495,33,36,0.15000000596046448,0.10000000149011612,0.3792136766728065,-0.10624860428100102
DUST,0.08181818574666977,890,11,2019-03-22,2019-03-29,17.295000006258487,0.5869155422358375,0.6773666227390653,0.6337568127124609,0.11763796538880111,0.12293044956125576,15.5,19.5,0.05000000074505806,0.05000000074505806,0.7506095232863444,-0.16369398105050692
DWDP,0.037272730842232704,2137,22,2019-03-22,2019-03-29,53.94699999988079,0.31826349270011495,0.338822485209979,0.32870376273290713,0.08210021093233955,0.0631754665005016,50,57.5,0.10000000149011612,0.05000000074505806,0.23196337869560674,0.08630011400450821
EWG,0.09999999962747097,19,4,2019-03-22,2019-03-29,26.78749999962747,0.14563309650161663,0.21011955287671352,0.18077503325647487,0.19114503085262002,0.1825848569590905,26,27.5,0.05000000074505806,0.05000000074505806,0.151211258790077,-0.005578162288460364
EWZ,0.02952380735604536,35212,21,2019-03-22,2019-03-29,40.45700001418591,0.42288480239542675,0.44673457110783343,0.4349731791271268,0.0737617201357299,0.08828369286579774,36.5,43.5,0.09000000357627869,0.07000000029802322,0.2667529567514394,0.15613184564398735
FAZ,0.052000004798173904,726,5,2019-03-22,2019-03-29,9.756000004336238,0.47055228666122373,0.5650113486692936,0.5199313794180923,0.3108553726943566,0.08918247465518281,9.5,11.5,0.09000000357627869,0.019999999552965164,0.4063047765953351,0.06424751006588864
FOSL,0.07000000551342964,41,5,2019-03-22,2019-03-29,13.895000002905727,0.46433203539205836,0.5337748893237672,0.5002598682504582,0.19365041091927193,0.17568869402253662,13,15,0.10000000149011612,0.05000000074505806,0.5758385328727111,-0.11150649748065278
FSLR,0.07272726974704048,605,22,2019-03-22,2019-03-29,52.51000001430511,0.3394099451869832,0.37374172093006985,0.3569887847367205,0.07428474894292814,0.0712514315950068,48.5,56.5,0.07999999821186066,0.07000000029802322,0.4244786124691929,-0.08506866728220969
GILD,0.04235294022980858,2278,17,2019-03-22,2019-03-29,63.791999995708466,0.23527688798675733,0.2510484650712259,0.2432905113597237,0.07022450813299264,0.06698620899908792,60,67,0.07000000029802322,0.03999999910593033,0.27581130428552886,-0.040534416298771525
HRL,0.0899999976158142,3,5,2019-03-22,2019-03-29,43.61999999731779,0.15049307228421976,0.18041524947784138,0.16612920732022882,0.18026200704728368,0.22808149014787937,42.5,44.5,0.10000000149011612,0.10000000149011612,0.1848556624943274,-0.034362590210107624
IQ,0.03941176382496076,4675,17,2019-03-22,2019-03-29,25.02999998629093,0.49780134735918025,0.5321711638794046,0.5152729029831548,0.08778589475122411,0.08124432505562479,22.5,28,0.07000000029802322,0.05000000074505806,0.6578337794980906,-0.16003243213891039
JPM,0.0368181811645627,26247,22,2019-03-22,2019-03-29,99.78099999427795,0.25348485427662976,0.2647418200886535,0.2591744611757659,0.06305123077440378,0.08514245619646504,93,104,0.11999999731779099,0.10999999940395355,0.20534074180564657,0.048144112470983186
JWN,0.08615384207895169,138,13,2019-03-22,2019-03-29,42.951999995112416,0.2899206790553668,0.33280925943051337,0.31210254989875663,0.07557633325652557,0.0976974448819048,40,45.5,0.05999999865889549,0.05000000074505806,0.26091180384409174,0.029008875211275043
KKR,0.07999999821186066,51,5,2019-03-22,2019-03-29,23.700000000745057,0.2237323823854257,0.2864400531137929,0.2570059172039535,0.13075647296865767,0.1730698616704176,22.5,24.5,0.05000000074505806,0.05000000074505806,0.25358171053655915,-0.029849328151133447
LNG,0.09095238007250286,920,21,2019-03-22,2019-03-29,67.60499999523162,0.2571126904324508,0.2907427824709,0.2744433467405744,0.0892686665857313,0.06236359910361472,63.5,71.5,0.09000000357627869,0.03999999910593033,0.26341889589205614,-0.006306205459605363
LVS,0.06277777596066396,1638,18,2019-03-22,2019-03-29,59.60299999415874,0.2613728542061861,0.28942759849915395,0.2757572335305782,0.07817845675693147,0.07914484861052884,55.5,62.5,0.09000000357627869,0.05000000074505806,0.25874757414887817,0.0026252800573079438
MO,0.09666666152576606,4691,15,2019-03-22,2019-03-29,55.98800000548363,0.22232276376860735,0.24657685539743798,0.23476323914467637,0.13345660408128368,0.14497057749491188,53.5,58,0.09000000357627869,0.11999999731779099,0.20257736296832107,0.019745400800286278
MPC,0.0725000030361116,791,20,2019-03-22,2019-03-29,61.36499999761581,0.27729863071167543,0.3071395634738577,0.2925997625131316,0.0750593089007967,0.07186105899359352,57,65,0.07000000029802322,0.05000000074505806,0.27474000272462096,0.0025586279870544737
MRK,0.08928571282220739,2356,14,2019-03-22,2019-03-29,82.34900000691414,0.13986110719719216,0.16199503690953512,0.15133327672680938,0.13700676259212374,0.0899146424616673,80,84.5,0.10000000149011612,0.03999999910593033,0.17482233969447164,-0.034961232497279476
MRO,0.030000001192092896,2212,4,2019-03-22,2019-03-29,16.68999998830259,0.31264678145582586,0.33757259951834906,0.3253484823233871,0.22154566897174366,0.1853728507653606,16,17.5,0.10999999940395355,0.07000000029802322,0.34123266266645375,-0.028585881210627884
MS,0.0393749987706542,10952,16,2019-03-22,2019-03-29,41.73900001347065,0.29480103468783553,0.32143343842816025,0.30840485193392164,0.07079469068067479,0.08872818626431189,38.5,44,0.05000000074505806,0.05000000074505806,0.2251634010429128,0.06963763364492273
MU,0.022580642132989822,38344,31,2019-03-22,2019-03-29,41.65299999713898,0.40637437879351046,0.42389987721932015,0.41522960012887217,0.0691213642379227,0.08334132779420245,37.5,45,0.07999999821186066,0.07999999821186066,0.49754832655541037,-0.09117394776189991
NKE,0.05566666641583045,24348,30,2019-03-22,2019-03-29,82.22799999713898,0.2499825603849464,0.2716232885797894,0.26102728918210155,0.07072385325121544,0.07947634420775757,78,87,0.07000000029802322,0.10000000149011612,0.23149799845740757,0.018484561927538834
NTAP,0.09888888522982597,393,18,2019-03-22,2019-03-29,66.89400002062321,0.24957371469654296,0.28243047043922215,0.26650892076997323,0.13891464157367506,0.07199920780622948,64,70.5,0.15000000596046448,0.029999999329447746,0.3189279910528214,-0.06935427635627842
NUGT,0.043888888942698635,6897,18,2019-03-22,2019-03-29,20.867000004649164,0.6333803358786493,0.6933921859518793,0.6640645199891635,0.06683944211139536,0.087151453073255,18,24,0.05000000074505806,0.05999999865889549,0.7518441831263011,-0.1184638472476518
OSTK,0.09230768938477223,1973,13,2019-03-22,2019-03-29,18.319999992847443,0.6842316294016311,0.7707000580320899,0.7287494432671211,0.15736361940255517,0.14077053479290003,16.5,21,0.15000000596046448,0.10000000149011612,0.6365907820510548,0.047640847350576276
OXY,0.07250000315252692,226,16,2019-03-22,2019-03-29,65.28100001215935,0.22396068349995105,0.24536618609244032,0.23490737858921684,0.10953389132997815,0.08206932427013786,62,68,0.11999999731779099,0.03999999910593033,0.2346370711813047,-0.01067638768135365
PHM,0.08714285865426064,172,7,2019-03-22,2019-03-29,26.63799998573959,0.2511871325833709,0.31291593749527197,0.28373522826219594,0.17285998475727726,0.06802559833676558,25.5,28.5,0.09000000357627869,0.019999999552965164,0.28357063973295205,-0.03238350714958116
PM,0.0911764701937928,1813,17,2019-03-22,2019-03-29,90.17299996912479,0.20630750988987182,0.24208561820633445,0.2249091318502905,0.07189115755013942,0.06252268598873911,85,94,0.10000000149011612,0.03999999910593033,0.204497275563125,0.001810234326746818
ROKU,0.0897999944910407,13756,50,2019-03-22,2019-03-29,63.9579999923706,0.642219246989107,0.6674505631967536,0.6549564166854612,0.13016356357799586,0.2113459182898212,57,69.5,0.4399999976158142,0.6700000166893005,0.782044259660856,-0.13982501267174896
SBUX,0.04166666749450895,1742,18,2019-03-22,2019-03-29,72.00700001120568,0.19702553579570178,0.2155883647891883,0.20651562263913534,0.08242547731981786,0.05311942618091531,68.5,75,0.09000000357627869,0.029999999329447746,0.17568516003538268,0.021340375760319108
SCO,0.09999999989356313,196,7,2019-03-22,2019-03-29,17.519999985769392,0.42140438442001105,0.5113579854694139,0.46854489886869205,0.1645948920943936,0.1699736858343983,16.5,19,0.05000000074505806,0.05000000074505806,0.4679532508069003,-0.046548866386889265
SLB,0.0346666619181633,2037,15,2019-03-22,2019-03-29,42.50299998819828,0.29954870167730574,0.3212805927851684,0.3106047681354463,0.07776615353075533,0.08354694219784459,39.5,45,0.05999999865889549,0.05000000074505806,0.2803551038684998,0.019193597808805918
SO,0.08749999897554517,260,8,2019-03-22,2019-03-29,51.95400000214577,0.1161534018260882,0.14045287808282536,0.1288771192212212,0.21280957953598567,0.13736893611083723,51,53,0.11999999731779099,0.03999999910593033,0.13226461499342096,-0.016111213167332758
SQ,0.05928571783893165,21395,42,2019-03-22,2019-03-29,75.14099994897842,0.4869308103164261,0.5069355074818734,0.49703381312608697,0.07727214953236516,0.07015066590855601,66.5,83,0.20999999344348907,0.12999999523162842,0.43424896947669134,0.05268184083973476
STX,0.03263158370789729,810,19,2019-03-22,2019-03-29,46.95100000202656,0.35214244603678185,0.3713845097169317,0.3618913900319083,0.07456808091391365,0.07046860722396775,43,50.5,0.09000000357627869,0.05999999865889549,0.39561242413022174,-0.04346997809343989
SYF,0.09999999900658925,99,6,2019-03-22,2019-03-29,31.850000005587937,0.20585789145065533,0.25964946443092607,0.23430249235953138,0.14428369053806056,0.16671700329656913,30.5,33,0.05000000074505806,0.05000000074505806,0.28857518030627205,-0.08271728885561672
SYMC,0.077499995008111,31,4,2019-03-22,2019-03-29,22.856250003911555,0.2158447415351377,0.26552991940785886,0.24196600024498735,0.18673842841153365,0.23881067747160128,22,23.5,0.07000000029802322,0.09000000357627869,0.3197272351609021,-0.10388249362576443
TECK,0.05333332779506842,261,6,2019-03-22,2019-03-29,22.45799999162555,0.3054339461149539,0.3365790912804633,0.3213840227255666,0.1877770452007781,0.17683062332969252,21.5,23.5,0.09000000357627869,0.07999999821186066,0.3603150867886047,-0.0548811406736508
TGT,0.0811764750191394,1665,17,2019-03-22,2019-03-29,78.34600001871586,0.2037381327979246,0.22154247722922227,0.2128265678584857,0.09289682565598134,0.05036679430703633,75,82,0.07999999821186066,0.03999999910593033,0.23782435207291078,-0.034086219274986174
TWTR,0.019473684363459285,75896,19,2019-03-22,2019-03-29,33.0460000038147,0.4437085662726488,0.4626528118026804,0.45327966866640734,0.08167589581134149,0.0658731572133644,30,36.5,0.07000000029802322,0.05000000074505806,0.516331374279693,-0.07262280800704418
UAL,0.0835294025566648,1187,17,2019-03-22,2019-03-29,79.64199998378754,0.2552710172825234,0.27705319490714925,0.26638483916386196,0.0954684576000594,0.07930128914489953,75,84,0.15000000596046448,0.09000000357627869,0.3068781076764955,-0.0516070903939721
UNG,0.0560000017285347,1776,5,2019-03-22,2019-03-29,24.382000014558436,0.16952243802935676,0.22069389391501146,0.19677862156086395,0.3022827754689077,0.08449039298586042,24,25.5,0.11999999731779099,0.019999999552965164,0.28144433667607055,-0.11192189864671379
VLO,0.07034482973916777,6054,29,2019-03-22,2019-03-29,84.7709999859333,0.280716684331561,0.29927331588881234,0.2901433908132237,0.11385139385716614,0.08204161448881103,80,89.5,0.18000000715255737,0.09000000357627869,0.27209037241299283,0.008626311918568164
VXXB,0.07857142215860742,68338,28,2019-03-22,2019-03-29,31.670000010728835,0.7001500616015599,0.7536190312498532,0.7273760214024914,0.0635300943549767,0.10720396330011972,28,37.5,0.05000000074505806,0.15000000596046448,0.6246244052242977,0.07552565637726216
WDC,0.03692306750095808,5027,26,2019-03-22,2019-03-29,48.06200001239777,0.49743363207733426,0.517924080282751,0.5077822226399731,0.07934227838440266,0.07758023888401422,43,53,0.12999999523162842,0.10000000149011612,0.5192299094027517,-0.021796277325417446
WFC,0.03199999953309695,8448,15,2019-03-22,2019-03-29,48.3339999973774,0.25002797462464565,0.26946195587467336,0.25992665673099674,0.08446735790952076,0.08615641915918748,45.5,50.5,0.07000000029802322,0.05000000074505806,0.19294642305940382,0.057081551565241834
WLL,0.07999999766402385,1319,17,2019-03-22,2019-03-29,25.654999980330466,0.5678276687987375,0.6231052610910865,0.5961075523145131,0.06766920895275441,0.15722491510781633,22,28,0.03999999910593033,0.14000000059604645,0.6665894163231082,-0.09876174752437072
WMB,0.07999999634921551,227,4,2019-03-22,2019-03-29,28.499999997206032,0.16881182123025934,0.2104437208277923,0.19076686114590607,0.15114405362813976,0.26261218885670706,27.5,29,0.03999999910593033,0.09000000357627869,0.2641028960581546,-0.09529107482789528
WTW,0.09444444916314548,281,9,2019-03-22,2019-03-29,19.39999999552965,0.4450680878502427,0.5289494846623827,0.4888113951961798,0.15521364610882993,0.14389160088435027,18,21,0.10000000149011612,0.05000000074505806,0.8683206163650049,-0.4232525285147622
XOM,0.054545456120236355,2760,22,2019-03-22,2019-03-29,80.5280000001192,0.18396651811431103,0.19832466556635137,0.19128036067394405,0.07302884449241576,0.0941176164927654,76.5,83,0.07000000029802322,0.05999999865889549,0.14327229409106984,0.04069422402324119
YNDX,0.09500000029802322,1041,10,2019-03-22,2019-03-29,35.32999999076128,0.3088572210574946,0.36215335277418,0.33656190658253177,0.10433403988179302,0.09999354679844163,33,37.5,0.05000000074505806,0.05000000074505806,0.3904378098568755,-0.0815805887993809
